"Development.Name","TDSNumber","Borough","Current.Charges","Total.HCF","Revenue.Month.clean","DateTime","Year"
"SOUTH JAMAICA I",8,"QUEENS",6334.36,1394,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",6363.11,1397,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",5318.57,1268,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",5366.48,1274,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",3689.46,1039,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",7877.23,1584,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",13195.79,246,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",6775.18,1452,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",4705.25,1186,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",6957.26,1473,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",2596.99,859,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",2290.34,823,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",7225.58,1504,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",8442.62,1647,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",5989.38,1354,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",9362.59,1754,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",4072.78,1112,"01/01/2015 12:00:00 ",2015-01-01,2015
"SOUTH JAMAICA II",66,"QUEENS",28509.43,778,"01/01/2015 12:00:00 ",2015-01-01,2015
"STAPLETON",114,"STATEN ISLAND",201.24,791,"01/01/2015 12:00:00 ",2015-01-01,2015
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",2980.31,958,"01/01/2015 12:00:00 ",2015-01-01,2015
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",5768.97,1329,"01/01/2015 12:00:00 ",2015-01-01,2015
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",9583,3,"01/01/2015 12:00:00 ",2015-01-01,2015
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2807.82,883,"01/01/2015 12:00:00 ",2015-01-01,2015
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2692.82,870,"01/01/2015 12:00:00 ",2015-01-01,2015
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",1648.28,580,"01/01/2015 12:00:00 ",2015-01-01,2015
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2913.23,950,"01/01/2015 12:00:00 ",2015-01-01,2015
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2769.49,878,"01/01/2015 12:00:00 ",2015-01-01,2015
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",3737.37,1045,"01/01/2015 12:00:00 ",2015-01-01,2015
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2137.01,806,"01/01/2015 12:00:00 ",2015-01-01,2015
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",4849,1214,"01/01/2015 12:00:00 ",2015-01-01,2015
"STUYVESANT GARDENS II",333,"BROOKLYN",661.23,1425,"01/01/2015 12:00:00 ",2015-01-01,2015
"STUYVESANT GARDENS II",333,"BROOKLYN",3938.61,1097,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAFT",97,"MANHATTAN",2874.9,946,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAPSCOTT STREET REHAB",354,"BROOKLYN",2041.18,795,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAPSCOTT STREET REHAB",354,"BROOKLYN",2549.08,853,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAPSCOTT STREET REHAB",354,"BROOKLYN",2577.83,856,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAPSCOTT STREET REHAB",354,"BROOKLYN",5510.23,1290,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAPSCOTT STREET REHAB",354,"BROOKLYN",1907.02,610,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAPSCOTT STREET REHAB",354,"BROOKLYN",6564.36,1420,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAPSCOTT STREET REHAB",354,"BROOKLYN",2644.91,864,"01/01/2015 12:00:00 ",2015-01-01,2015
"TAPSCOTT STREET REHAB",354,"BROOKLYN",3564.88,1191,"01/01/2015 12:00:00 ",2015-01-01,2015
"THOMAS APARTMENTS",268,"MANHATTAN",5548.56,1294,"01/01/2015 12:00:00 ",2015-01-01,2015
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",603.73,1359,"01/01/2015 12:00:00 ",2015-01-01,2015
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3718.2,1042,"01/01/2015 12:00:00 ",2015-01-01,2015
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",2855.73,888,"01/01/2015 12:00:00 ",2015-01-01,2015
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",1897.43,609,"01/01/2015 12:00:00 ",2015-01-01,2015
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3929.03,1096,"01/01/2015 12:00:00 ",2015-01-01,2015
"UPACA (SITE 5)",343,"MANHATTAN",11394.19,137,"01/01/2015 12:00:00 ",2015-01-01,2015
"UPACA (SITE 5)",343,"MANHATTAN",40.61,1,"01/01/2015 12:00:00 ",2015-01-01,2015
"UPACA (SITE 5)",343,"MANHATTAN",8.54,1,"01/01/2015 12:00:00 ",2015-01-01,2015
"UPACA (SITE 6)",355,"MANHATTAN",4551.93,1168,"01/01/2015 12:00:00 ",2015-01-01,2015
"UPACA (SITE 6)",355,"MANHATTAN",7053.09,1484,"01/01/2015 12:00:00 ",2015-01-01,2015
"VAN DYKE I",61,"BROOKLYN",95.83,495,"01/01/2015 12:00:00 ",2015-01-01,2015
"WASHINGTON HEIGHTS REHAB (GROUPS 1&2)",293,"MANHATTAN",8097.64,1609,"01/01/2015 12:00:00 ",2015-01-01,2015
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",1935.77,783,"01/01/2015 12:00:00 ",2015-01-01,2015
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",3239.05,987,"01/01/2015 12:00:00 ",2015-01-01,2015
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",3660.71,1036,"01/01/2015 12:00:00 ",2015-01-01,2015
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",182.08,600,"01/01/2015 12:00:00 ",2015-01-01,2015
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",2759.9,877,"01/01/2015 12:00:00 ",2015-01-01,2015
"154 WEST 84TH STREET",359,"MANHATTAN",1811.19,599,"01/01/2015 12:00:00 ",2015-01-01,2015
"WEST FARMS ROAD REHAB",360,"BRONX",7062.67,1485,"01/01/2015 12:00:00 ",2015-01-01,2015
"WEST FARMS ROAD REHAB",360,"BRONX",8394.71,1642,"01/01/2015 12:00:00 ",2015-01-01,2015
"WEST FARMS ROAD REHAB",360,"BRONX",15946.11,388,"01/01/2015 12:00:00 ",2015-01-01,2015
"WILLIAMSBURG",2,"BROOKLYN",40.61,611,"01/01/2015 12:00:00 ",2015-01-01,2015
"WILLIAMSBURG",2,"BROOKLYN",34.13,1,"01/01/2015 12:00:00 ",2015-01-01,2015
"WILLIAMSBURG",2,"BROOKLYN",40.61,1,"01/01/2015 12:00:00 ",2015-01-01,2015
"WILLIAMSBURG",2,"BROOKLYN",143.75,554,"01/01/2015 12:00:00 ",2015-01-01,2015
"WILLIAMSBURG",2,"BROOKLYN",40.61,1,"01/01/2015 12:00:00 ",2015-01-01,2015
"WILLIAMSBURG",2,"BROOKLYN",86.25,1667,"01/01/2015 12:00:00 ",2015-01-01,2015
"WILLIAMSBURG",2,"BROOKLYN",39.34,2,"01/01/2015 12:00:00 ",2015-01-01,2015
"BELMONT-SUTTER AREA",345,"BROOKLYN",1907.02,610,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA I",8,"QUEENS",5567.72,1297,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",67.08,1436,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",4992.74,1231,"12/01/2014 12:00:00 ",2014-12-01,2014
"BAISLEY PARK",91,"QUEENS",517.48,1251,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",105.41,507,"12/01/2014 12:00:00 ",2014-12-01,2014
"CONLON LIHFE TOWER",232,"QUEENS",21379.67,671,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",4216.52,1130,"12/01/2014 12:00:00 ",2014-12-01,2014
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",4053.61,1110,"12/01/2014 12:00:00 ",2014-12-01,2014
"BAISLEY PARK",91,"QUEENS",6161.87,1374,"12/01/2014 12:00:00 ",2014-12-01,2014
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",3459.46,1013,"12/01/2014 12:00:00 ",2014-12-01,2014
"WILLIAMSBURG",2,"BROOKLYN",258.74,857,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE",339,"BROOKLYN",2788.65,881,"12/01/2014 12:00:00 ",2014-12-01,2014
"UPACA (SITE 6)",355,"MANHATTAN",3909.86,1093,"12/01/2014 12:00:00 ",2014-12-01,2014
"EAST 165TH STREET-BRYANT AVENUE",304,"BRONX",5356.9,1272,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",5366.48,1274,"12/01/2014 12:00:00 ",2014-12-01,2014
"UPACA (SITE 6)",355,"MANHATTAN",6142.7,1372,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",2395.75,836,"12/01/2014 12:00:00 ",2014-12-01,2014
"REID APARTMENTS",167,"BROOKLYN",35.53,611,"12/01/2014 12:00:00 ",2014-12-01,2014
"TAPSCOTT STREET REHAB",354,"BROOKLYN",5241.9,1259,"12/01/2014 12:00:00 ",2014-12-01,2014
"REID APARTMENTS",167,"BROOKLYN",21111.35,663,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",6976.42,1475,"12/01/2014 12:00:00 ",2014-12-01,2014
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",1696.19,585,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1102.05,513,"12/01/2014 12:00:00 ",2014-12-01,2014
"EAST NEW YORK CITY LINE",263,"BROOKLYN",1418.28,552,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",10464.64,74,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2587.41,858,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",5385.65,1276,"12/01/2014 12:00:00 ",2014-12-01,2014
"THOMAS APARTMENTS",268,"MANHATTAN",5711.47,1313,"12/01/2014 12:00:00 ",2014-12-01,2014
"TAPSCOTT STREET REHAB",354,"BROOKLYN",1820.77,601,"12/01/2014 12:00:00 ",2014-12-01,2014
"UPACA (SITE 5)",343,"MANHATTAN",35.53,1,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",3344.47,999,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",182.08,600,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",6181.04,1376,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",2596.99,859,"12/01/2014 12:00:00 ",2014-12-01,2014
"TAFT",97,"MANHATTAN",2146.59,807,"12/01/2014 12:00:00 ",2014-12-01,2014
"HIGHBRIDGE REHABS (ANDERSON AVENUE)",370,"BRONX",6353.53,1396,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",1849.52,604,"12/01/2014 12:00:00 ",2014-12-01,2014
"CROWN HEIGHTS",312,"BROOKLYN",2549.08,853,"12/01/2014 12:00:00 ",2014-12-01,2014
"STUYVESANT GARDENS II",333,"BROOKLYN",3009.06,961,"12/01/2014 12:00:00 ",2014-12-01,2014
"STUYVESANT GARDENS II",333,"BROOKLYN",498.32,1229,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2252.01,819,"12/01/2014 12:00:00 ",2014-12-01,2014
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",527.07,1262,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",5471.89,1286,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",7637.65,1550,"12/01/2014 12:00:00 ",2014-12-01,2014
"EAST 165TH STREET-BRYANT AVENUE",304,"BRONX",2711.99,872,"12/01/2014 12:00:00 ",2014-12-01,2014
"TAPSCOTT STREET REHAB",354,"BROOKLYN",2223.26,816,"12/01/2014 12:00:00 ",2014-12-01,2014
"CROWN HEIGHTS",312,"BROOKLYN",2098.68,801,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",6248.12,1384,"12/01/2014 12:00:00 ",2014-12-01,2014
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",4494.43,1161,"12/01/2014 12:00:00 ",2014-12-01,2014
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",3996.11,1103,"12/01/2014 12:00:00 ",2014-12-01,2014
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",3536.13,1021,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2338.25,829,"12/01/2014 12:00:00 ",2014-12-01,2014
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",6516.44,1415,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",8011.39,1599,"12/01/2014 12:00:00 ",2014-12-01,2014
"PARK ROCK REHAB",351,"BROOKLYN",3938.61,1097,"12/01/2014 12:00:00 ",2014-12-01,2014
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",1734.52,591,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",3526.54,1020,"12/01/2014 12:00:00 ",2014-12-01,2014
"WASHINGTON HEIGHTS REHAB (GROUPS 1&2)",293,"MANHATTAN",8346.79,1638,"12/01/2014 12:00:00 ",2014-12-01,2014
"BAISLEY PARK",91,"QUEENS",6813.51,1457,"12/01/2014 12:00:00 ",2014-12-01,2014
"SOUTH JAMAICA II",66,"QUEENS",19079.75,492,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",35.53,611,"12/01/2014 12:00:00 ",2014-12-01,2014
"STAPLETON",114,"STATEN ISLAND",115,518,"12/01/2014 12:00:00 ",2014-12-01,2014
"EAST 165TH STREET-BRYANT AVENUE",304,"BRONX",1974.1,787,"12/01/2014 12:00:00 ",2014-12-01,2014
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2108.26,803,"12/01/2014 12:00:00 ",2014-12-01,2014
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",2529.91,851,"12/01/2014 12:00:00 ",2014-12-01,2014
"CROWN HEIGHTS",312,"BROOKLYN",1332.04,540,"12/01/2014 12:00:00 ",2014-12-01,2014
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",5711.47,1313,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE",339,"BROOKLYN",8969.69,1711,"12/01/2014 12:00:00 ",2014-12-01,2014
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2290.34,823,"12/01/2014 12:00:00 ",2014-12-01,2014
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",6746.43,1449,"12/01/2014 12:00:00 ",2014-12-01,2014
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",8710.95,1682,"12/01/2014 12:00:00 ",2014-12-01,2014
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2213.67,815,"12/01/2014 12:00:00 ",2014-12-01,2014
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",1878.27,607,"12/01/2014 12:00:00 ",2014-12-01,2014
"VAN DYKE I",61,"BROOKLYN",95.83,495,"12/01/2014 12:00:00 ",2014-12-01,2014
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",3842.78,1086,"12/01/2014 12:00:00 ",2014-12-01,2014
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2520.33,850,"12/01/2014 12:00:00 ",2014-12-01,2014
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",5011.91,1233,"12/01/2014 12:00:00 ",2014-12-01,2014
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2204.09,814,"12/01/2014 12:00:00 ",2014-12-01,2014
"TAPSCOTT STREET REHAB",354,"BROOKLYN",1619.53,576,"12/01/2014 12:00:00 ",2014-12-01,2014
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",1159.54,520,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",124.58,529,"12/01/2014 12:00:00 ",2014-12-01,2014
"WEST FARMS ROAD REHAB",360,"BRONX",7081.84,1487,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1581.2,572,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1217.04,526,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",153.33,566,"12/01/2014 12:00:00 ",2014-12-01,2014
"LOWER EAST SIDE REHAB (GROUP 5)",292,"MANHATTAN",8040.14,1602,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",1916.6,781,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2242.42,818,"12/01/2014 12:00:00 ",2014-12-01,2014
"NOSTRAND",43,"BROOKLYN",5021.49,1234,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3354.05,1001,"12/01/2014 12:00:00 ",2014-12-01,2014
"WEST FARMS ROAD REHAB",360,"BRONX",5634.8,1304,"12/01/2014 12:00:00 ",2014-12-01,2014
"PARK ROCK REHAB",351,"BROOKLYN",67.08,1436,"12/01/2014 12:00:00 ",2014-12-01,2014
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",5126.91,1246,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",11375.02,135,"12/01/2014 12:00:00 ",2014-12-01,2014
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",1341.62,544,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",6257.7,1385,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1734.52,591,"12/01/2014 12:00:00 ",2014-12-01,2014
"WILLIAMSBURG",2,"BROOKLYN",39.34,2,"12/01/2014 12:00:00 ",2014-12-01,2014
"BELMONT-SUTTER AREA",345,"BROOKLYN",2443.67,841,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",162.91,577,"12/01/2014 12:00:00 ",2014-12-01,2014
"WILLIAMSBURG",2,"BROOKLYN",35.53,1,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2041.18,795,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",201.24,791,"12/01/2014 12:00:00 ",2014-12-01,2014
"INTERNATIONAL TOWER",316,"QUEENS",11049.2,118,"12/01/2014 12:00:00 ",2014-12-01,2014
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",2319.09,827,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1399.12,550,"12/01/2014 12:00:00 ",2014-12-01,2014
"POLO GROUNDS TOWERS",149,"MANHATTAN",421.65,1129,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3325.3,997,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",201.24,791,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2137.01,806,"12/01/2014 12:00:00 ",2014-12-01,2014
"INGERSOLL",14,"BROOKLYN",39.34,2,"12/01/2014 12:00:00 ",2014-12-01,2014
"QUEENSBRIDGE NORTH",505,"QUEENS",7790.98,1574,"12/01/2014 12:00:00 ",2014-12-01,2014
"UPACA (SITE 5)",343,"MANHATTAN",9228.43,1739,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2309.5,826,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2041.18,795,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",134.16,541,"12/01/2014 12:00:00 ",2014-12-01,2014
"TAPSCOTT STREET REHAB",354,"BROOKLYN",5510.23,1290,"12/01/2014 12:00:00 ",2014-12-01,2014
"LOWER EAST SIDE REHAB (GROUP 5)",292,"MANHATTAN",3411.55,1007,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1590.78,573,"12/01/2014 12:00:00 ",2014-12-01,2014
"HUNTS POINT AVENUE REHAB",367,"BRONX",3622.37,1031,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",172.49,588,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2692.82,870,"12/01/2014 12:00:00 ",2014-12-01,2014
"BOULEVARD",46,"BROOKLYN",3076.14,969,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1619.53,576,"12/01/2014 12:00:00 ",2014-12-01,2014
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",3239.05,987,"12/01/2014 12:00:00 ",2014-12-01,2014
"WILLIAMSBURG",2,"BROOKLYN",35.53,1,"12/01/2014 12:00:00 ",2014-12-01,2014
"HUNTS POINT AVENUE REHAB",367,"BRONX",3526.54,1020,"12/01/2014 12:00:00 ",2014-12-01,2014
"QUEENSBRIDGE SOUTH",5,"QUEENS",3574.46,1026,"12/01/2014 12:00:00 ",2014-12-01,2014
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",2961.15,955,"12/01/2014 12:00:00 ",2014-12-01,2014
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",39.34,1,"12/01/2014 12:00:00 ",2014-12-01,2014
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2731.16,874,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1926.18,782,"12/01/2014 12:00:00 ",2014-12-01,2014
"FORT WASHINGTON AVENUE REHAB",309,"MANHATTAN",13665.36,277,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2616.16,861,"12/01/2014 12:00:00 ",2014-12-01,2014
"MELROSE",28,"BRONX",153.33,566,"12/01/2014 12:00:00 ",2014-12-01,2014
"HUNTS POINT AVENUE REHAB",367,"BRONX",4513.59,1164,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2673.66,867,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",958.3,497,"12/01/2014 12:00:00 ",2014-12-01,2014
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",2031.6,794,"12/01/2014 12:00:00 ",2014-12-01,2014
"RALPH AVENUE REHAB",352,"BROOKLYN",2635.33,863,"12/01/2014 12:00:00 ",2014-12-01,2014
"UPACA (SITE 5)",343,"MANHATTAN",8.54,1,"12/01/2014 12:00:00 ",2014-12-01,2014
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",517.48,1251,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1274.54,534,"12/01/2014 12:00:00 ",2014-12-01,2014
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",1724.94,590,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1169.13,521,"12/01/2014 12:00:00 ",2014-12-01,2014
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",2204.09,814,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",718.73,1499,"12/01/2014 12:00:00 ",2014-12-01,2014
"WILLIAMSBURG",2,"BROOKLYN",277.91,879,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1447.03,557,"12/01/2014 12:00:00 ",2014-12-01,2014
"RALPH AVENUE REHAB",352,"BROOKLYN",3689.46,1039,"12/01/2014 12:00:00 ",2014-12-01,2014
"BUSHWICK II (GROUPS A & C)",302,"BROOKLYN",1609.94,575,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",1092.46,512,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",143.75,554,"12/01/2014 12:00:00 ",2014-12-01,2014
"CLAREMONT REHAB (GROUP 2)",307,"BRONX",39.34,890,"12/01/2014 12:00:00 ",2014-12-01,2014
"FENIMORE-LEFFERTS",205,"BROOKLYN",325.82,989,"12/01/2014 12:00:00 ",2014-12-01,2014
"BOULEVARD",46,"BROOKLYN",1399.12,550,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",2999.48,960,"12/01/2014 12:00:00 ",2014-12-01,2014
"SAMUEL (CITY)",377,"MANHATTAN",987.05,500,"12/01/2014 12:00:00 ",2014-12-01,2014
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",1351.2,545,"12/01/2014 12:00:00 ",2014-12-01,2014
"LOWER EAST SIDE II",337,"MANHATTAN",7369.33,1520,"12/01/2014 12:00:00 ",2014-12-01,2014
