"Development.Name","TDSNumber","Borough","Current.Charges","Total.HCF","Revenue.Month.clean","DateTime","Year"
"SAMUEL (MHOP) I",389,"MANHATTAN",384.85,1044,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",286.17,879,"11/01/2016 12:00:00 ",2016-11-01,2016
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",3355.09,990,"11/01/2016 12:00:00 ",2016-11-01,2016
"HUNTS POINT AVENUE REHAB",367,"BRONX",3493.24,1005,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",118.41,518,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",207.23,791,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",296.04,945,"11/01/2016 12:00:00 ",2016-11-01,2016
"THOMAS APARTMENTS",268,"MANHATTAN",5614.84,1283,"11/01/2016 12:00:00 ",2016-11-01,2016
"SOUTH JAMAICA II",66,"QUEENS",2841.96,877,"11/01/2016 12:00:00 ",2016-11-01,2016
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",572.34,1295,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",138.15,541,"11/01/2016 12:00:00 ",2016-11-01,2016
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",7164.1,1473,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",59.21,1317,"11/01/2016 12:00:00 ",2016-11-01,2016
"TAFT",97,"MANHATTAN",680.89,1425,"11/01/2016 12:00:00 ",2016-11-01,2016
"SAMUEL (MHOP) I",389,"MANHATTAN",325.64,978,"11/01/2016 12:00:00 ",2016-11-01,2016
"BAISLEY PARK",91,"QUEENS",8851.51,1664,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",325.64,978,"11/01/2016 12:00:00 ",2016-11-01,2016
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3167.6,969,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",365.11,1022,"11/01/2016 12:00:00 ",2016-11-01,2016
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",3315.61,985,"11/01/2016 12:00:00 ",2016-11-01,2016
"SOUTH JAMAICA II",66,"QUEENS",2141.33,799,"11/01/2016 12:00:00 ",2016-11-01,2016
"STUYVESANT GARDENS II",333,"BROOKLYN",6512.81,1393,"11/01/2016 12:00:00 ",2016-11-01,2016
"STUYVESANT GARDENS II",333,"BROOKLYN",1657.81,575,"11/01/2016 12:00:00 ",2016-11-01,2016
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",2506.45,840,"11/01/2016 12:00:00 ",2016-11-01,2016
"BUSHWICK II (GROUPS B & D)",303,"BROOKLYN",98.68,495,"11/01/2016 12:00:00 ",2016-11-01,2016
"RED HOOK EAST",4,"BROOKLYN",365.11,1022,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",187.49,600,"11/01/2016 12:00:00 ",2016-11-01,2016
"SAMUEL (CITY)",377,"MANHATTAN",1697.28,580,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",236.83,824,"11/01/2016 12:00:00 ",2016-11-01,2016
"FENIMORE-LEFFERTS",205,"BROOKLYN",414.45,1106,"11/01/2016 12:00:00 ",2016-11-01,2016
"BOULEVARD",46,"BROOKLYN",1105.2,510,"11/01/2016 12:00:00 ",2016-11-01,2016
"154 WEST 84TH STREET",359,"MANHATTAN",1667.68,576,"11/01/2016 12:00:00 ",2016-11-01,2016
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2348.56,822,"11/01/2016 12:00:00 ",2016-11-01,2016
"SOUTH JAMAICA II",66,"QUEENS",7016.08,1457,"11/01/2016 12:00:00 ",2016-11-01,2016
"PARK ROCK REHAB",351,"BROOKLYN",2565.65,847,"11/01/2016 12:00:00 ",2016-11-01,2016
"BETANCES VI",285,"BRONX",36.8,890,"11/01/2016 12:00:00 ",2016-11-01,2016
"SAMUEL (CITY)",377,"MANHATTAN",1401.24,546,"11/01/2016 12:00:00 ",2016-11-01,2016
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",1825.56,595,"11/01/2016 12:00:00 ",2016-11-01,2016
"SAMUEL (CITY)",377,"MANHATTAN",927.58,1715,"11/01/2016 12:00:00 ",2016-11-01,2016
"FORT WASHINGTON AVENUE REHAB",309,"MANHATTAN",13469.68,237,"11/01/2016 12:00:00 ",2016-11-01,2016
"SAMUEL (CITY)",377,"MANHATTAN",1253.22,526,"11/01/2016 12:00:00 ",2016-11-01,2016
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",4272.8,1122,"11/01/2016 12:00:00 ",2016-11-01,2016
"BETANCES III, 9A",222,"BRONX",10272.48,38,"11/01/2016 12:00:00 ",2016-11-01,2016
"RALPH AVENUE REHAB",352,"BROOKLYN",5970.08,1332,"11/01/2016 12:00:00 ",2016-11-01,2016
"BETANCES III, 9A",222,"BRONX",41.88,2,"11/01/2016 12:00:00 ",2016-11-01,2016
"SAMUEL (CITY)",377,"MANHATTAN",5930.61,1328,"11/01/2016 12:00:00 ",2016-11-01,2016
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2230.15,809,"11/01/2016 12:00:00 ",2016-11-01,2016
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3355.09,990,"11/01/2016 12:00:00 ",2016-11-01,2016
"HOWARD AVENUE",339,"BROOKLYN",3739.93,1032,"11/01/2016 12:00:00 ",2016-11-01,2016
"SAMUEL (CITY)",377,"MANHATTAN",4924.08,1194,"11/01/2016 12:00:00 ",2016-11-01,2016
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3947.16,1085,"11/01/2016 12:00:00 ",2016-11-01,2016
"WEST FARMS ROAD REHAB",360,"BRONX",7351.59,1494,"11/01/2016 12:00:00 ",2016-11-01,2016
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2299.22,817,"11/01/2016 12:00:00 ",2016-11-01,2016
"SAMUEL (CITY)",377,"MANHATTAN",2960.37,946,"11/01/2016 12:00:00 ",2016-11-01,2016
"GOMPERS",100,"MANHATTAN",36.8,2,"11/01/2016 12:00:00 ",2016-11-01,2016
"SOUTH JAMAICA II",66,"QUEENS",3601.78,1017,"11/01/2016 12:00:00 ",2016-11-01,2016
"MELROSE",28,"BRONX",148.02,554,"11/01/2016 12:00:00 ",2016-11-01,2016
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",1519.66,560,"11/01/2016 12:00:00 ",2016-11-01,2016
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2871.56,881,"10/01/2016 12:00:00 ",2016-10-01,2016
"HOWARD AVENUE",339,"BROOKLYN",4105.05,1102,"10/01/2016 12:00:00 ",2016-10-01,2016
"BETANCES III, 9A",222,"BRONX",3887.95,1049,"10/01/2016 12:00:00 ",2016-10-01,2016
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",1608.47,570,"10/01/2016 12:00:00 ",2016-10-01,2016
"SAMUEL (CITY)",377,"MANHATTAN",3660.99,1024,"10/01/2016 12:00:00 ",2016-10-01,2016
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",6512.81,1393,"10/01/2016 12:00:00 ",2016-10-01,2016
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2447.24,833,"10/01/2016 12:00:00 ",2016-10-01,2016
"WEST FARMS ROAD REHAB",360,"BRONX",7470,1507,"10/01/2016 12:00:00 ",2016-10-01,2016
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",3986.63,1089,"10/01/2016 12:00:00 ",2016-10-01,2016
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",3858.35,1046,"10/01/2016 12:00:00 ",2016-10-01,2016
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",12364.48,174,"10/01/2016 12:00:00 ",2016-10-01,2016
"WEST FARMS ROAD REHAB",360,"BRONX",17683.28,436,"10/01/2016 12:00:00 ",2016-10-01,2016
"PARK ROCK REHAB",351,"BROOKLYN",3207.07,973,"10/01/2016 12:00:00 ",2016-10-01,2016
"POLO GROUNDS TOWERS",149,"MANHATTAN",128.28,529,"10/01/2016 12:00:00 ",2016-10-01,2016
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",5861.53,1311,"10/01/2016 12:00:00 ",2016-10-01,2016
"PARK ROCK REHAB",351,"BROOKLYN",2911.03,885,"10/01/2016 12:00:00 ",2016-10-01,2016
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",8150.89,1588,"10/01/2016 12:00:00 ",2016-10-01,2016
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",2279.48,815,"10/01/2016 12:00:00 ",2016-10-01,2016
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",7470,1507,"10/01/2016 12:00:00 ",2016-10-01,2016
"BAISLEY PARK",91,"QUEENS",8012.73,1573,"10/01/2016 12:00:00 ",2016-10-01,2016
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",3947.16,1085,"10/01/2016 12:00:00 ",2016-10-01,2016
"QUEENSBRIDGE NORTH",505,"QUEENS",7460.13,1506,"10/01/2016 12:00:00 ",2016-10-01,2016
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"10/01/2016 12:00:00 ",2016-10-01,2016
"BAISLEY PARK",91,"QUEENS",552.6,1273,"10/01/2016 12:00:00 ",2016-10-01,2016
"STAPLETON",114,"STATEN ISLAND",108.55,507,"10/01/2016 12:00:00 ",2016-10-01,2016
